professor_name,classname,date,quality_rating,difficulty_rating,comments
Geoffrey McGregor,MAT186,"Jan 13th, 2025",2.0,4.0,"Really nice guy - but if you aren't already proficient in this level of math it's really hard to keep track of what he's doing. Would constantly skip steps during lecture and solve questions by memory (from past years doing the same questions). Often found myself very confused during lecture, always having to find more resources online to clarify."
Geoffrey McGregor,MAT188,"Jan 13th, 2025",5.0,3.0,"Awesome Prof, saved my life, I got a 36% on my first midterm and eventually caught up and scored 86% on my second midterm and 90% on my final"
Geoffrey McGregor,MAT188,"Jan 10th, 2025",5.0,3.0,"Very good lectures and problems in lecture. Clear explanations, if you can do his lecture problems you are ready for anything."
Geoffrey McGregor,MAT188,"Jan 6th, 2025",5.0,3.0,"Go to lecture and use his lecture notes as homework. His lecture notes are super helpful. Most of the time, if you can do the lecture slides, you're good."
Geoffrey McGregor,MAT186,"Jan 5th, 2025",4.0,3.0,"His lectures make it very easy to understand the material. I found the PCEs to be confusing, but it was all cleared up in practice problems during class."
Geoffrey McGregor,MAT186,"Dec 15th, 2024",5.0,1.0,"Professor McGregor was amazing. Super helpful lectures showing examples from past exams. He tells you exactly what you need to know. Very good at explaining concepts and his examples are always helpful in learning how to look at problems. Greatest calc prof in existence, plus he's super chill and approachable!"
Geoffrey McGregor,MAT186,"Dec 6th, 2024",5.0,2.0,W prof just trust me
Geoffrey McGregor,MAT186,"Nov 25th, 2024",4.0,4.0,"Geoffrey cares about his students, and his lectures are good, but sometimes the pace is very quick. Calculus is definitely a difficult subject but Geoffrey tries his best."
Geoffrey McGregor,MAT188,"Oct 2nd, 2024",5.0,3.0,"Honestly the GOAT of math profs at UofT. Very patient, very concise and his lectures are very engaging."
Geoffrey McGregor,MAT188,"Sep 29th, 2024",5.0,3.0,"Amazing teacher honestly, makes course content make sense."
Geoffrey McGregor,MAT186,"Sep 26th, 2024",5.0,3.0,I had him for both 186 and 187. Although the content was hard and I did not do the best in MAT186 he is a very good professor who incorporates more than just reading off sides. He gives us practice problems and goes around the room helping students individually with the problem. His office hours are also amazing. 10/10 would take again.
Geoffrey McGregor,MAT188,"Apr 13th, 2024",5.0,4.0,Great teacher
Geoffrey McGregor,MAT186,"Dec 14th, 2023",5.0,4.0,He makes calculus less hard. Good teacher who paces his lecture really nicely.
Geoffrey McGregor,MAT188,"Dec 14th, 2023",5.0,3.0,Geoff is a really cool prof who made early morning lectures manageable. 10/10 recommend.
Shai Cohen,MAT188,"Jan 13th, 2025",4.0,4.0,"Shai kinda just teaches whatever he wants during lectures, often going on long tangents that have nothing to do with the course. This works well for developing an appreciation for the nuances of math, but not for midterm/exam prep. Otherwise, he teaches very well, and is overall a very nice person. Shai is the father figure I wish I had growing up."
Shai Cohen,MAT186,"Jan 7th, 2025",1.0,5.0,Never reply and never communicate
Shai Cohen,APS163,"Jan 4th, 2025",3.0,4.0,"I had calc II with Shai as an online course with no lectures and online weekly hour-ish tutorials. The exam format was so that about half of the questions would have sub-questions in them, each related to the answer you got from the previous one. You would lose the entire mark if you didn't know how to solve the first sub-question."
Shai Cohen,MAT188,"Dec 10th, 2024",3.0,4.0,"Shai is nice for inspirational speeches and the sort, but it's difficult to learn in his class. I feel bad for saying it because he's such a genuinely funny and amazing guy, but he often goes off topic to talk abt political and societal stuff in lectures. Not saying that it's bad, but having that happen right before the midterm is crazy..."
Shai Cohen,APS163,"Dec 5th, 2024",4.0,4.0,"The professor has a distinctive teaching style, requiring active engagement from students. The course is challenging, but the pre-recorded videos and Unstuck AI can be helpful for study prep. Consistent effort is key to success in this class."
Shai Cohen,MAT188,"Oct 8th, 2024",5.0,4.0,Interesting lecture. Benificial.
Shai Cohen,MAT186,"Sep 19th, 2024",5.0,1.0,"Prof Cohen is an excellent and entertaining professor. He understand the high school math teachings and helps us translate university math into understandable information. He takes his time to make his lectures entertaining and uses synonyms for most of the course topics. Overall, a great prof."
Shai Cohen,MAT186,"Jul 2nd, 2024",1.0,3.0,Hardly focuses on the material and goes on tangents. Also frankly does not care for his students concerns within the course as he does not respond on pizzia and does not give a clear indication of marking scheme.
Shai Cohen,MAT186,"May 18th, 2024",1.0,5.0,He is bad
Shai Cohen,MAT186,"May 7th, 2024",1.0,5.0,Confusing marking scheme and returns mark towards the end of the course. Thus through the majority of the course you barely have a idea of where you stand.
Shai Cohen,MAT186,"May 7th, 2024",1.0,5.0,Often gets side track and does a poor job of delving deep into material. Had to rely on just past notes posted other calculus teachers to achieve a good mark rather than his teaching.
Shai Cohen,APS163,"Jan 21st, 2024",3.0,4.0,"Always answers students' questions and makes lectures entertaining. The assignments are challenging but he gives great tips about them if you attend his office hours. His pre-recorded videos are very helpful, although some sections aren't as detailed. Wish he went through more examples during the lecture and his exams are very tough. Solid prof!!"
Shai Cohen,MAT188,"Jan 11th, 2024",3.0,4.0,"BIG UPS PROF. COHEN. HE ALWAYS STANDS ON BIDNESS WHENEVER SOMEONE NOT ASSOCIATED WITH OUR CLASS TRIES TO ENTER MID LECTURE.
Teachingwise, his lecture were okay for me personally, they can sometimes be confusing since he loves delving deep into proofs. However if you are genuinely interested in math, I dont think there's a better prof out there."
Shai Cohen,MAT188,"Jan 8th, 2024",5.0,3.0,"Great Prof, or I should say one of the best in Faculty of Eng. I like his lectures soo much."
Shai Cohen,MAT188,"Jan 8th, 2024",5.0,4.0,"Before lectures, go through Pre/Post Class Readings. Lecture will be very proof-based and theoretical if you don't. Shai Cohen is the GOAT"
Shai Cohen,APS163,"Jan 8th, 2024",5.0,5.0,"Great Prof, I really like his lectures. Yet the homework and the exam is just way too hard and way too ""interesting""."
Shai Cohen,MAT188,"Jan 8th, 2024",4.0,5.0,"Shai cohen is a great guy. I liked that he took personal responsibility for giving us non-course-related advice. Now his lectures are quite difficult to understand, but this course is admittedly highly abstract. You either love him or you unfortunately just can't understand his lectures. Overall, great guy, you lucked out if you got him."
Shai Cohen,APS163,"Dec 17th, 2023",5.0,4.0,"Mad hard final exams but there's always a juicy curve! One of the funniest and most approachable professors I know, takes the effort to get to know some students by name which is very sweet."
Shai Cohen,APS163,"Nov 25th, 2023",5.0,5.0,My goat. Came to university in hopes of finding professors like him. He has so much depth of thought and really makes his students think. His class is difficult but in the best way possible. He forces students to unlock their full potential. Gives really interesting insight and talks to students as equal. Really engaging guy.
Shai Cohen,MAT188,"Nov 24th, 2023",5.0,3.0,Undoubtedly the best prof in eng faculty
Shai Cohen,APS163,"Nov 24th, 2023",5.0,3.0,Absolutely amazing
Shai Cohen,APS163,"Aug 24th, 2021",5.0,3.0,Really chill dude and does loads of good examples in class to prepare the the exam. He is so knowledgeable about vertually all math concepts.
Shai Cohen,APS163,"Dec 16th, 2020",1.0,5.0,He just doesn't really help... You need a lot of initiative to figure it out yourself
Shai Cohen,APS163,"Nov 29th, 2020",5.0,5.0,Shai's a funny guy. Great videos. Its like he's sadistic or smthng with his exams. Doesn't think ahead.
Shai Cohen,MAT186,"Nov 13th, 2020",5.0,3.0,Super chill prof and very knowledgeable. Explains everything clearly
Shai Cohen,MAT188,"Nov 4th, 2020",5.0,3.0,Best teaching experience by far.
Shai Cohen,APS163,"Oct 17th, 2020",5.0,4.0,"Professor Cohen gave very good lectures, and provided very good answers on piazza to all student questions (when another student didn't answer first). The assignments are VERY HARD but then comparitivly, the exam isn't so bad. Beware: if you take multiple classes with Professor Cohen, he can and will tell the exact same joke in each class."
Shai Cohen,APS163,"Oct 16th, 2020",1.0,5.0,"He assigns things and doesn't answer questions, very incompetent teacher!"
Shai Cohen,MAT186,"Sep 20th, 2020",5.0,3.0,His videos are particularly useful during COVID-19. Inspirational
Shai Cohen,MAT186,"Jun 21st, 2020",5.0,2.0,"incredibly inspiring, intelligent person with a great care for the success of students!"
Shai Cohen,MAT186,"Oct 15th, 2019",5.0,3.0,Shais my guy. Would not take again
Shai Cohen,MAT186,"May 28th, 2019",4.0,4.0,"Shai is very knowledgeable and teaches well, however he tends to go off topic a lot during class. But you're in good hands because his videos are very helpful and he curves a lot."
Shai Cohen,MAT186,"Apr 16th, 2019",5.0,3.0,Awesome dude. He's so consistent it's astonishing. Also funny
Shai Cohen,APS162,"Oct 6th, 2018",5.0,4.0,Incredible professor. If I could take every one of my courses with him I would.
Shai Cohen,CSC165,"Apr 30th, 2018",4.0,2.0,"Although the assignments are quite hard, but finally get curved a lot."
Shai Cohen,MAT188,"Dec 15th, 2017",2.0,4.0,"Tends to go off topic nearly every lecture. Knows and understands material really well, however, not the greatest at explaining. Should've spent more times running through examples rather than ranting about Bahen."
Shai Cohen,MAT290,"Dec 2nd, 2016",3.0,4.0,Goes off topic every now and then on things that aren't related to the course. Office hours are alright if you can get to him. Tutorials are probably better for getting a grasp on material.
Shai Cohen,APS162,"Oct 9th, 2016",5.0,4.0,"I found his online lectures to be extemely clear and helpful, and Im taking him again for APS163 this semester. His in class MAT188 lectures are frusterating as he goes off topic, I may end up stopping attending his in class-lectures."
Shai Cohen,CSC165,"Aug 15th, 2016",1.0,4.0,"No help for students outside of his packed 1 hour office hour, says he will look at Piazza, the online forum used, but checks once a month. Insanely long times to mark (Still waiting over 2 months for our first problem set, along with problem set 2,3 and test 2 mark ). I do not recommend taking a class with him."
Shai Cohen,CSC165,"Aug 6th, 2016",5.0,4.0,"Shai's teaching is very inspirational. As for the difficulty, it's actually easier than my eco206 class."
Shai Cohen,CSC165,"Aug 2nd, 2016",5.0,4.0,"I'd like to say despite how the summer course was ran,  he was a wonderful and phenomenal professor. He really showed me the true spirit of mathematical thinking (and actually got me of all people to like it). The course itself though isn't supposed to be too hard (or interesting for that matter), but Shai defied all of that. Would take him again!"
Shai Cohen,CSC236,"Jul 27th, 2016",1.0,5.0,its like he grades to see how many marks he can take off
Shai Cohen,CSC236,"Jul 20th, 2016",1.0,5.0,i've never thought this course can be hard like this
Shai Cohen,CSC236,"Jul 19th, 2016",1.0,5.0,"Problem sets are just nightmare, midterm as well. The marking speed is slowest I have ever seen. I should not take this course at summer."
Shai Cohen,CSC236,"Jul 13th, 2016",1.0,5.0,Barely teaches anything then makes overly difficult term tests and assignments. Little to no practice or preparation given for them. Tutorial and quiz material is ahead of the lectures or he teaches on the day of. ONE office hour for two big classes. Rarely comes on Piazza. Doesn't respond to his emails. Still don't have Problem Set 1 marks.
Shai Cohen,CSC165,"Jul 13th, 2016",1.0,5.0,"""I am English Major"", he said. He work for Mathmathtica Department, but teach CSC165. Useless lecture, so much irrevalent boring story. So many mistakes on problem set. Waste your tuition. The exam is extremely hard, he believes that most people should not be able to complete all the question. DO NOT TAKE HIS COURSE. ITS JUST BAD."
Shai Cohen,CSC165,"Jul 13th, 2016",1.0,5.0,"the term test is just a nightmare, i am impressed by that he really teaches nothing during lectures and makes the test incredibly hard and we don't  even have enough time to finish it ."
Shai Cohen,CSC236,"Jul 13th, 2016",1.0,4.0,"If you're thinking about taking his class -- stop, do not enroll.  In summary: 1) Lectures are complete disorganized and unrelated to the course content. 2) Shai has little to none time to support students. 3) No marks are posted until almost the final exam. 4) Tutorials are useless. 5) Problem Sets and Quizzes are full of errors."
Shai Cohen,CSC165,"Jul 8th, 2016",1.0,5.0,"Horrible, very bad experience, nightmare."
Shai Cohen,CSC165,"Jul 8th, 2016",1.0,5.0,"Very useless lectures, always telling some useless stories, and run out of the topic every single lecture.  Used to post the wrong answer for a question multiple times.  Marking is extremely slow, we haven't get back the first midterm even we are going to write the second midterm.  We don't even receive first problem set up to second one is due."
Shai Cohen,CSC236,"Jul 4th, 2016",1.0,4.0,"He recommanded to all students to sign up to Piazza(the discussion board).  In fact, he showed up to the discussion board in the first month only so there are many questions you posted on the discussion board left not answered. In his lectures, he often got off topics and talked something not important, but tests and assignments are harder."
Shai Cohen,APS163,"Apr 16th, 2016",1.0,5.0,His online videos are not clear. He specifies lots of unimportant steps. His words are weird and not related to the course sometimes.
Shai Cohen,MAT187,"Jan 11th, 2016",4.5,3.0,"So inspirational professor. His lectures are crystal-clear and he still somehow makes time to explain stuff in a very interesting, unorthodox way. Personally, I love his style of teaching."
Shai Cohen,MAT186,"Nov 25th, 2015",3.5,3.0,"Absolutely phenomenal Professor, He is a genius. However most students are not geniuses so you might find his lecture lacks clarity or his remarks off-topic sometimes."
Shai Cohen,APS162,"Sep 17th, 2015",4.5,3.0,Tough Exam
Shai Cohen,MAT187,"Mar 9th, 2015",3.5,5.0,Great prof. Really funny. Lots of stories. His tests are the hardest.
Shai Cohen,MAT186,"Jan 4th, 2015",4.5,2.0,Tells a lot of stories but his teaching abilities are amazing.
Shai Cohen,MAT186,"Dec 9th, 2014",3.5,3.0,He is a good teacher but he most of the time waste's our time with unrelated stories and examples of his life.
Shai Cohen,MAT187,"Apr 26th, 2014",1.5,3.0,"If you have him, the only thing I can say is good luck."
Shai Cohen,MAT290,"Jan 8th, 2013",1.0,2.0,"He's very unorganized, not prepared for every lecture. Topics are jumped from one to another without any clue. Makes easy topics seem harder. Bad prof"
Shai Cohen,CSC236,"Apr 19th, 2012",4.5,4.0,"One of my favorite professors at UofT. Really made me love everything about theoretical computer science. Doesn't read from the textbooks, tells jokes and anecdotes. Sometimes it feels more like philosophy than CS. Yea his assignments are hard and there's a lot of work. Study, ask questions; he's always there to help."
Shai Cohen,MAT197,"Apr 12th, 2012",4.0,5.0,"Extremely hard, feels at times like he's hard to show off how smart he is, but a skilled lecturer whose helpful during office hours."
Shai Cohen,MAT197,"Feb 2nd, 2012",5.0,2.0,This guy makes calculus more intuitive and exciting.
Shai Cohen,MAT197,"Jan 9th, 2012",4.0,4.0,"Very cool prof, super nice guy and totally enthusiastic. Tests are hard but the course is hard, so. Ask questions and do your homework and you'll be fine."
Shai Cohen,CSC236,"Dec 4th, 2011",5.0,3.0,"Awesome prof and tries hard to make the class good. Very passionate about teaching and math. Yes, tests are a bit hard, but not too much more difficult than the tests in other courses. It's U of T. Definitely not a class to be missed."
Shai Cohen,MAT290,"Dec 2nd, 2011",5.0,3.0,"Best prof I've had at U of T so far. Made me actually interested in the material, instead of just learning and regurgitating formulas. Ask him questions if you don't understand something, and he'll do a great job of making sure you understand before he goes on. Sure, his tests are hard. Study."
Shai Cohen,MAT197,"Nov 9th, 2011",5.0,4.0,Excellent prof! Definitely one of the few great profs at U of T.
Shai Cohen,CSC236,"Nov 5th, 2011",3.5,5.0,"The highlight of my week!I love the fact that he gets off topic.I dont go to lecture to hear exactly what the textbook says.His classes are extremely interesting.The assignments and tests require understanding of the matterial,a bit of intelligence and some hard work.All those are easy enough if you are truly interested in math or cs!"
Shai Cohen,CSC247,"Nov 4th, 2011",3.0,5.0,"Great guy, awesome sense of humour, but assignments and tests will violently crush you. If you have a chance to attend his non-academic seminars, do so because he gives inspiring speeches. Other than that, steer clear of any course he's coordinating"
Shai Cohen,CSC165,"Oct 20th, 2011",2.0,5.0,Knows what he's talking about but unfortunately assumes it's just as easy for everyone else. Eloquent speaker but not comprehensible enough. Assignments were overly difficult and students had to figure out material on their own. Interesting guy but not my kind of teacher.
Shai Cohen,MAT197,"Sep 11th, 2011",2.5,5.0,"This was the hardest math course  I've ever taken, and I failed miserably. Make sure to have a good understanding of all concepts before the exam. And remember to pray for your life if Shai Cohen coordinates the course."
Shai Cohen,MAT237,"Jul 12th, 2011",1.0,3.0,Gets off topic
Shai Cohen,CSCS,"Apr 18th, 2011",2.0,5.0,His assignments are just tortures...
Shai Cohen,MAT197,"Mar 20th, 2011",1.5,5.0,"Disaster Professor! Why would the papers be so hard?! You should be in the Battle Of Math Professors making papers, not here in an undergrad university. Its a shame that so many people like me suffer because of him ""challenging"" you at exams. Failing don't make you learn, I swear."
Shai Cohen,CSC165,"Feb 12th, 2011",1.0,5.0,"Assignments are just for torture, even the other prof in the course said the assignment is unfair."
Shai Cohen,MAT188,"Feb 2nd, 2011",5.0,5.0,Great prof.  Extremely challenging but also very inspiring.
Shai Cohen,MAT325,"Dec 23rd, 2010",4.5,3.0,He really loves what he does and it shows!
Shai Cohen,MAT197,"Aug 23rd, 2010",3.5,5.0,"Failed 197, hardest course I have ever taken. By no means am I blaming him for my poor performance, but the averages were consistently low. During 196 there was a cheating incident and with just my luck I had a ""suspicious"" exam. I felt that he was pushing me to take the fall just to make himself look better. Luckily it all worked out just fine."
Shai Cohen,MAT197,"May 13th, 2010",1.5,5.0,"I failed his first year course, MAT197. I should have studied harder. Cohen is more difficult to understand than other professors. The common complaint is he thinks everyone is as smart as himself. The class average was a 55.5 before the final... but admittedly I was lower. It's a hard course, remember."
Shai Cohen,MAT197,"Apr 18th, 2010",2.0,5.0,"Useless. As a professor he's okay. Not the best, but not the worst. As a course coordinator he's terrible. He makes the hardest tests. His first test was rediculous, so he promised to make the second test easier to make up for it. The next one was even harder. He'd rather crush you then test you on anything remotely useful."
Shai Cohen,MAT197,"Apr 13th, 2010",1.0,5.0,Absolutely useless professor and tests are overly difficult
Shai Cohen,MAT197,"Apr 13th, 2010",1.0,5.0,awful prof
Shai Cohen,MAT197,"Apr 8th, 2010",2.5,4.0,"The class average before the final exam was 57%........... that is the worst average I have ever seen for any class in first year. His tests are super hard and he says he's going to make them easier, then after everyone is destroyed by it, he says ""Whoopsy Daisy, wtv we can just bellcurve 5-6% later"""
Shai Cohen,MAT197,"Mar 5th, 2010",2.0,4.0,Useless
Shai Cohen,MAT188,"Dec 17th, 2009",1.0,4.0,"He taught 188 and 186, omg was he mind boggling.  Very philosophical, abstract, only people very passionate of math would enjoy his class.  Not clear at explaining things, and never used examples.  Pretty disappointing as he seemed like a nice guy."
Shai Cohen,MAT186,"Dec 15th, 2009",2.0,3.0,"I found him very interesting, but I didn't learn very much. He was constantly digressing and it seemed as though he was more interested in impressing his students than teaching them. He seems like a fair marker though."
Shai Cohen,MAT188,"Dec 15th, 2009",4.0,4.0,Really encourages students to go beyond what's expected
Shai Cohen,MAT186,"Dec 15th, 2009",5.0,1.0,"Topics include: Proving that baseball isn't a sport with math, Using logic to show that Baba O'Reilly is Teenage Wasteland, bad jokes, good jokes, and still getting all the info (and more) across. Had him for two courses. Comes across best if you're already good or interested in mathematics."
Shai Cohen,MAT188,"Dec 12th, 2009",2.0,4.0,very vague...
Shai Cohen,MAT188,"Dec 9th, 2009",1.0,5.0,"The first day of class, he told us he ends up with more students at end of term. Not true this yr. At least 50% of the class is gone, flooding to other prof's lectures. It is difficult to comprehend his speech (even tho you understand it) and his writings. You will need to work 3 times harder to understand the material from him. Play 4D tictactoe:S"
Shai Cohen,MAT188,"Dec 9th, 2009",1.0,5.0,Professor Cohen would show up to class 30 minutes late and take up the rest talking bout his day or why he was late. He never used examples and finished the course early. On the last day he was 40 minutes late and didn't do any review.
Shai Cohen,MAT186,"Dec 8th, 2009",2.5,5.0,"Does barely enough examples. justifies his laziness through ""efficiency"". he expects you to read before lectures. his classes are more like discussions about the material. He would be an excellent philosophy teacher."
Shai Cohen,MAT188,"Dec 5th, 2009",4.0,4.0,Very Good
Shai Cohen,MAT186,"Dec 4th, 2009",2.5,2.0,"A funny guy, but not a very great teacher in my opinion."
Shai Cohen,MAT188,"Nov 30th, 2009",1.0,3.0,Really.... it seems that his teaching skills just went down the drain. He does not give a rat's crap about whether we understand the content and he just keeps on going and going and going....
Shai Cohen,MAT186,"Aug 5th, 2008",5.0,4.0,"AMMMMAZING GUY!!! Got >65 in high school calc, 80 in his class. Not easy though..."
Shai Cohen,MAT197,"Jul 29th, 2008",5.0,4.0,Great guy and a great prof. Extremely clear and easy to understand. Will make you actually like math. His tests are quite challenging however!
Shai Cohen,MAT188,"Apr 9th, 2008",5.0,2.0,"got a lotta rules.. but lectures are crystal clear. answers are very good, got a great sense of humour"
Shai Cohen,MAT197,"Mar 4th, 2008",5.0,4.0,"Too bad I suck at Calculus, so much so that even an absolutly fantastic professor still couldn't even help me."
Shai Cohen,MAT197,"Feb 25th, 2008",3.0,3.0,"To be honest, he will focus more on his life than the course. He speaks clearly, but he teaches to ""prove"" he knows this stuff, but not to embue that knowledge to his students"
Shai Cohen,MAT196,"Jan 8th, 2008",5.0,1.0,"Best Professor I had in first year by far. Also the only professor I had who fully understood questions in lecture and was able to answer them in a clear, concise manner. His insights into life are even more intriguing than the math you will learn with him."
Shai Cohen,MAT188,"Dec 5th, 2007",5.0,3.0,"He's Great. I'm glad I didn't miss a single lecture! (Ok, i missed one, but that's it!)... try searching ""Shai Cohen"" on google. You'll find some very curious pictures... hehehe... just do it. You'll see what I mean"
Shai Cohen,MAT186,"May 8th, 2007",4.5,3.0,"Great prof. Funny, doesn't just rattle off notes."
Shai Cohen,MAT237,"Oct 6th, 2006",2.5,3.0,"he's really a good at teaching, but only what he's interested in. During 237 we learned about the foundations of modern set theory, logic, and elements of analysis leading to modern differential geometry instead of what was on the curicullum. This sucked when the test came around."
Shai Cohen,MAT237,"Jul 17th, 2006",2.0,1.0,Unless you want to learn 257 don't take this course with him.
Shai Cohen,MAT223,"May 16th, 2006",3.0,2.0,"Rewrites all proofs which are already in the txtbk. Explains badly and with accent. Cannot distinguish Rn and Rm, which makes linear transformation impossible to learn."
Shai Cohen,MAT237,"Apr 14th, 2006",2.5,5.0,"He doesn't teach us what we're supposed to be taught but rather stuff that he finds interesting, which REALLY sucks for when test time comes around (since there are different profs in this course). He also said ""If you're not failing students you might as well go around kicking homeless people."" Take what you will from that..."
Shai Cohen,MAT223,"Mar 15th, 2006",3.5,4.0,"He is a good professor, he has a sense of humor, he understands the material very well and puts it in ""big picture"" context. But, he can be hard to follow. I felt that he expected too much from the students in terms of understanding the material fast. If you are a strong student, then I think he will be a good professor for you."
Shai Cohen,MAT223,"Oct 28th, 2005",3.5,4.0,[ accent ] + [ tough math theorems ] = [ failure ]
Shai Cohen,MAT223,"Oct 16th, 2005",3.0,3.0,"Looks hot, sounds hot, acts hot!"
Shai Cohen,MAT237,"Oct 6th, 2005",5.0,3.0,"Excellent professor, he can joke around as your friend. Great personality and very helpful during his office hour"
Shai Cohen,MAT223,"Aug 18th, 2005",3.0,4.0,His notes are not too helpful because he focuses too much on unnecessary theorem proofs and not much examples were given. This seriously makes his lectures a mental torture. You can enter the lecture energetic but you get out exhausted. Try his office hours or go to Stanzack if you are struggling.
Shai Cohen,MAT223,"Jun 15th, 2005",5.0,2.0,I think he is nice beyond nice. and I love his voice
Shai Cohen,MAT237,"May 25th, 2005",5.0,3.0,Great Prof....quite cocky but can be a good thing
Shai Cohen,MAT223,"Mar 19th, 2005",5.0,2.0,"One of the best profs at UofT. Thanks to him i was able to actually understand what was going on. He actually tries to explain all the concepts, not just writing some examples from the textbook."
Shai Cohen,MAT135,"Feb 28th, 2005",5.0,3.0,"I had him as a TA way back when. All around great guy, and great teacher."
Shai Cohen,MAT223,"Dec 10th, 2004",2.0,5.0,personality is pretty. lecture is ugly. together is pretty ugly.
Shai Cohen,MAT135,"Oct 25th, 2004",5.0,3.0,I enjoyed every minute of his classes. Some people thought his comments were arrogant but he lightens things up for us and tries to teach it to us so we can like it AND learn it. I appreciate his extra efforts when asked.
Shai Cohen,CSC236,"Sep 15th, 2004",4.5,3.0,"Great prof. Tests are fair, has a sense of humour, explains concepts clearly."
Shai Cohen,MAT135,"Jul 20th, 2004",4.5,4.0,"If all profs were more like Dr.Cohen, we'd all be in a better situation at U of T, I think. If you ask for it, he'll help you, whatever it takes. And he speaks English, a new concept it seems in this department."
Shai Cohen,CSC236,"Jun 14th, 2004",2.5,3.0,ALRIGHT
Shai Cohen,CSC238,"Jun 7th, 2004",4.0,2.0,Good prof....with fair tests.....reasonably hard with minimum expectations from students....
Shai Cohen,CSC236,"Feb 28th, 2004",1.5,4.0,"smarter-than-you attitude, lack of enthusiasm in course material, and obvious feeling of great self-importance adds up to one terrible prof."
Shai Cohen,CSC236,"Feb 26th, 2004",4.0,3.0,"Obviously knows his stuff and how to communicate it, and I love his intelligent humour. But who wouldn't like a guy who can bring CompSci and Shakespeare into one room!"
Shai Cohen,MAT135Y,"Feb 1st, 2004",4.5,2.0,Sexy guy!
Shai Cohen,MAT135,"Jul 21st, 2003",5.0,4.0,"This guy is the main reason i passed this course! he is the MOST patient, humble teacher i have EVER met! (prob it helps if you are sincerely trying to get help too...) very smart. and amusing.  he was a TA tho, not a prof"
Shai Cohen,CSC238,"Aug 27th, 2002",1.0,4.0,kinda difficult to understand him at times
Shai Cohen,COS220,"Aug 21st, 2002",1.0,5.0,Horrible accent. Stop drinking Coke and teach us something
Shai Cohen,CSC238,"Jun 23rd, 2002",4.0,3.0,"nice guy, even though the course stinks"
Shai Cohen,CSC238,"Jun 22nd, 2002",1.0,4.0,"starts out seeming like a nice guy, but can turn nasty quite fast if he wants to"
Shai Cohen,CSC238,"May 3rd, 2002",4.0,3.0,induction prove my azz
Shai Cohen,CSC238,"May 2nd, 2002",2.5,5.0,he is nice.. but the course still sucks
Shai Cohen,CSC238,"May 1st, 2002",3.0,3.0,he's really lame at times....238 stinks
Shai Cohen,CSC238,"Mar 22nd, 2002",3.0,5.0,"Nice and helpful guy, but pretty useless notes/lectures."
Shai Cohen,CSC238,"Nov 26th, 2001",4.0,3.0,"Very cool guy, but csc238 still stinks."
Camelia Karimian Pour,MAT188,"Nov 25th, 2024",3.0,4.0,"The prof definitely knows what they're talking about and can answer questions well, but I found the lectures were often very chaotic and overcrowded."
Camelia Karimian Pour,MAT188,"Nov 15th, 2024",5.0,4.0,Amazing lectures. They are always so full that people stand at the walls to listen to the lecture.
Camelia Karimian Pour,MAT187,"Apr 11th, 2024",5.0,2.0,"Her office hours are truly amazing. Don't miss them at alllll. She is very nice and approachable.
The mathematical communication using English was the most stupid and useless thing in her course but other than that enjoy!!"
Camelia Karimian Pour,MAT188,"Jan 8th, 2024",5.0,3.0,"She saved my entire year group in Linear Algebra. She seems to have such an incredible grasp of the concepts she's teaching and it shows. Amazing lectures and explanations, just an incredible professor to have for this class. My only concern is that sometimes the lectures are easier than the midterms and exams so you do need to be careful."
Camelia Karimian Pour,MAT187,"May 11th, 2023",5.0,2.0,"PCE improved a lot from last semester. Tutorials made revolutionary changes where students didn't have to struggle every Q from the assigned doc. I can hardly spot a seat for her lecture sections since she explained things extremely clear and concise using step-to-step method with various external math tools. Exam-override system was dupe, amazing!"
Camelia Karimian Pour,MAT188,"Jan 27th, 2023",5.0,5.0,"Camelia is a good professor who clearly understands the course material well. In her office hours and lectures, she explains things well. The difficulty stems not from herself, but the insane amount of work we had. We had WebWork, written homework, tutorial worksheets, MATLAB exercises and assigments, and reflections, which was super overwhelming."
Camelia Karimian Pour,MAT188,"Jan 14th, 2023",5.0,3.0,"Extremely good at teaching concepts, and lectures are very active and engaging. She is really good at explaining concepts and if you are ever stuck, she is a godsend during office hours. Really cares about the success of her students and is really kind and extremely organized."
Denis Gorodkov,MAT188,"Jan 15th, 2025",5.0,3.0,"Go Denis! 
Great prof with amazing lectures (although more theoretical than practical). Very nice, helpful and always eager to help."
Denis Gorodkov,MAT224,"Jan 8th, 2025",5.0,3.0,"He was an incredible professor who cared deeply about mathematics and teaching. It was a fun environment to learn in, and it was clear that he wanted to help students. His office hours were also very helpful and engaging, making the course so much more enjoyable."
Denis Gorodkov,MAT188,"Jan 5th, 2025",5.0,2.0,"Best prof :) 
He actually looks at the feedback board, so if you want to anonymously ask him to change something about his lectures, he will talk about it at the beginning of the lectures and ask which method people prefer. As long as you ask for assistance, Denis is there to help :)))"
Denis Gorodkov,MAT224,"Jan 5th, 2025",5.0,2.0,"There was no MAT188 tag but that's the class I had him for. He's amazing with making sure students always understand the material, even staying long after lectures standing outside in the cold and dark to make sure we would do well on the midterm. I had the 5-6 pm lectures and could have easily skipped it, but I went every time just for Denis!!"
